@relation "Demographic Clustering"

@attribute "Member id" numeric
@attribute SEC {1,2,3,4}
@attribute FEH {1,2,3}
@attribute MT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19}
@attribute SEX {1,2}
@attribute AGE {1,2,3,4}
@attribute EDU {1,2,3,4,5,6,7,8,9}
@attribute HS real
@attribute CHILD {1,2,3,4,5}
@attribute CS {1,2}
@attribute "Affluence Index" real

@data
1027750,4,3,10,2,2,1,0.20181755588456107,3,1,-0.70288729611354173
1027810,4,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285
1027840,2,3,5,2,3,1,-0.93518275895803515,4,2,-1.1410963335908122
1028020,4,3,16,2,2,4,0.20181755588456107,2,1,-1.0534545260953581
1028050,3,3,16,2,2,1,0.20181755588456107,2,1,-0.79052910360899575
1028110,4,3,10,2,2,4,-0.93518275895803515,2,1,-1.3163799485817202
1028230,4,2,10,2,4,3,-0.36668260153673704,2,1,-0.61524548861808759
1030040,4,3,10,2,4,5,0.77031771330585919,4,2,-0.52760368112263356
1030150,4,3,10,2,4,5,-0.366683,4,1,-1.4916635635726285
1030200,3,1,4,2,4,1,-0.36668260153673704,4,2,-0.3523200661317254
1030280,4,3,10,2,1,1,0.77031771330585919,1,2,-0.96581271859990392
1030300,2,3,16,2,4,1,2.4758181855697536,4,1,-0.26467825863627131
1034020,4,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285
1034130,4,1,17,2,4,4,1.9073180281484554,3,1,-0.79052910360899575
1034220,3,3,10,2,4,4,-0.36668260153673704,4,1,-0.52760368112263356
1034350,4,3,10,2,3,5,-0.366683,4,1,-1.4916635635726285
1035020,4,3,10,2,4,1,-0.93518275895803515,4,1,-0.70288729611354173
1035100,4,3,10,2,3,5,-0.366683,4,1,-1.4916635635726285
1035150,3,1,4,2,4,7,2.4758181855697536,2,1,1.7510833137591726
1037050,4,3,10,2,4,1,0.20181755588456107,1,2,-0.61524548861808759
1037120,4,1,4,2,2,4,3.0443183429910516,3,1,-0.26467825863627131
1037190,2,1,4,2,2,1,0.77031771330585919,1,1,-0.43996187362717948
1037220,4,3,17,2,1,4,5.8868191300975417,1,1,1.7510833137591726
1037250,3,3,10,2,4,1,-0.36668260153673704,4,1,-0.87817091110444989
1037290,4,3,10,2,1,4,2.4758181855697536,3,1,-8.9394643645363134E-2
1037420,4,3,10,2,4,3,0.20181755588456107,4,1,-1.7528361499090444E-3
1037630,4,3,6,2,4,5,-0.36668260153673704,4,1,-0.52760368112263356
1037690,3,1,5,2,3,1,0.20181755588456107,4,1,-0.61524548861808759
1037720,4,1,4,2,4,5,-0.36668260153673704,4,1,-0.1770364511408172
1037850,4,3,10,1,4,5,-0.93518275895803515,4,1,-8.9394643645363134E-2
1037890,4,3,15,1,2,4,1.9073180281484554,3,1,-0.87817091110444989
1037940,4,3,10,2,3,3,0.20181755588456107,4,1,-0.3523200661317254
1038000,2,3,10,2,4,1,-0.36668260153673704,4,1,-1.0534545260953581
1038080,3,2,10,2,4,4,0.20181755588456107,1,1,-1.7528361499090444E-3
1038110,4,2,16,2,4,1,-1.5036829163793333,4,1,-0.96581271859990392
1040080,4,3,10,2,2,1,3.0443183429910516,3,1,-0.61524548861808759
1040150,2,3,10,2,4,5,1.9073180281484554,2,1,0.78702343130917773
1040190,4,3,10,2,4,1,0.20181755588456107,4,2,-0.70288729611354173
1040250,4,2,10,2,4,4,0.77031771330585919,4,1,-0.1770364511408172
1040340,4,3,10,2,4,4,-1.5036829163793333,4,1,-1.1410963335908122
1040370,3,1,4,2,4,2,0.20181755588456107,2,1,-0.3523200661317254
1044010,4,3,10,2,4,1,-0.36668260153673704,4,1,-1.3163799485817202
1044140,4,1,4,2,3,4,0.20181755588456107,4,1,-0.87817091110444989
1044370,4,3,10,1,1,1,0.77031771330585919,4,2,-0.79052910360899575
1045030,1,1,10,2,2,5,-0.36668260153673704,1,1,0.17353077884099913
1045060,4,3,10,2,4,1,-1.5036829163793333,2,1,-1.4040217560771744
1045100,4,1,5,2,3,1,-0.93518275895803515,4,1,-1.3163799485817202
1045120,3,3,10,2,4,5,0.77031771330585919,1,1,0.43645620132736135
1047210,4,3,10,2,4,1,-0.93518275895803515,4,2,-0.43996187362717948
1047220,3,3,10,2,4,1,-0.36668260153673704,1,1,-0.96581271859990392
1047350,4,3,10,2,4,1,1.9073180281484554,4,1,-0.3523200661317254
1047420,2,3,10,2,4,5,-0.93518275895803515,4,1,-1.3163799485817202
1047610,4,3,8,2,4,3,-1.5036829163793333,4,1,-0.52760368112263356
1047650,4,3,10,2,3,5,-0.366683,4,1,-1.4916635635726285
1047750,4,3,10,2,3,5,1.9073180281484554,2,1,0.17353077884099913
1047760,3,3,9,2,4,1,-0.36668260153673704,4,1,-8.9394643645363134E-2
1047870,4,3,10,2,4,1,0.77031771330585919,4,1,0.43645620132736135
1047980,3,3,10,2,4,5,-0.366683,4,1,-1.4916635635726285
1050050,4,3,10,2,3,3,0.77031771330585919,4,1,0.17353077884099913
1050210,2,1,15,2,4,5,-0.93518275895803515,4,1,-0.1770364511408172
1054110,3,3,17,2,2,4,1.9073180281484554,2,2,-0.26467825863627131
1054270,4,3,10,2,2,4,-1.5036829163793333,4,2,-1.0534545260953581
1054310,3,3,10,2,4,4,-0.93518275895803515,4,1,-0.3523200661317254
1055060,4,3,10,2,2,5,-1.5036829163793333,4,1,8.5888971345545045E-2
1055160,4,3,10,2,2,5,0.77031771330585919,3,1,-1.7528361499090444E-3
1055260,4,3,10,2,2,4,1.3388178707271572,3,2,-1.0534545260953581
1055330,3,3,10,2,2,6,0.20181755588456107,2,1,-0.96581271859990392
1057150,4,3,10,2,4,1,1.9073180281484554,2,2,-0.87817091110444989
1057280,2,3,10,2,3,5,-0.36668260153673704,4,1,2.0140087362455348
1057410,4,3,10,2,3,3,1.9073180281484554,3,1,-1.3163799485817202
1057500,3,3,4,2,3,4,0.20181755588456107,2,1,-0.61524548861808759
1057510,4,3,10,2,3,4,1.9073180281484554,2,1,-0.3523200661317254
1057550,4,3,17,2,3,3,2.4758181855697536,3,1,-0.87817091110444989
1057580,4,3,10,2,2,3,0.20181755588456107,2,2,-0.52760368112263356
1057800,4,3,8,2,2,4,0.20181755588456107,4,1,-0.1770364511408172
1057930,4,3,5,2,1,5,1.3388178707271572,1,1,0.87466523880463176
1058000,4,3,15,2,3,4,0.20181755588456107,3,1,-0.52760368112263356
1058010,3,3,15,2,2,5,-0.36668260153673704,1,1,-0.3523200661317254
1058190,4,3,10,2,2,5,0.20181755588456107,2,1,-0.79052910360899575
1058350,4,3,10,2,2,1,0.20181755588456107,2,1,-1.1410963335908122
1058370,3,1,10,2,3,4,-0.36668260153673704,3,1,-0.87817091110444989
1060050,3,3,10,1,4,3,-0.36668260153673704,4,1,-0.26467825863627131
1060130,2,3,5,2,4,2,-0.36668260153673704,4,1,0.6993816238137236
1060150,4,2,10,2,4,1,0.20181755588456107,4,1,-1.7528361499090444E-3
1060230,3,3,10,2,3,5,0.20181755588456107,4,1,8.5888971345545045E-2
1060260,4,3,10,2,3,4,1.9073180281484554,2,1,-0.43996187362717948
1060330,3,3,10,2,3,4,-0.93518275895803515,4,2,-0.79052910360899575
1060370,4,3,10,2,3,4,0.77031771330585919,2,1,0.17353077884099913
1060420,4,3,10,2,4,4,0.20181755588456107,4,1,-0.43996187362717948
1060590,4,3,10,2,4,3,0.77031771330585919,4,1,-0.52760368112263356
1060640,3,3,10,2,4,4,0.20181755588456107,4,1,-1.7528361499090444E-3
1060650,4,1,10,2,4,3,0.77031771330585919,4,1,-0.3523200661317254
1060720,2,3,9,2,4,5,1.3388178707271572,4,1,0.6993816238137236
1060760,1,3,10,2,3,7,0.77031771330585919,2,1,-8.9394643645363134E-2
1060810,4,3,10,2,3,4,0.77031771330585919,2,1,-0.70288729611354173
1060920,3,3,17,2,4,5,0.20181755588456107,4,1,-0.3523200661317254
1060980,4,1,4,2,3,4,-0.36668260153673704,4,1,-0.3523200661317254
1061080,2,3,10,2,3,5,0.20181755588456107,2,1,0.43645620132736135
1061130,4,3,16,2,4,2,0.77031771330585919,1,1,-0.61524548861808759
1061180,3,3,10,2,3,5,0.77031771330585919,4,1,0.9623070463000859
1061310,2,3,10,2,4,5,0.20181755588456107,1,1,-8.9394643645363134E-2
1061380,1,1,4,2,3,6,-0.36668260153673704,4,1,1.7510833137591726
1061400,3,3,10,2,3,5,-0.36668260153673704,2,1,0.17353077884099913
1061500,4,3,10,2,1,5,-0.366683,4,1,-1.4916635635726285
1061580,1,1,4,2,3,8,-0.93518275895803515,2,1,3.1533522336864381
1061660,3,3,10,2,3,5,-0.36668260153673704,4,1,-0.1770364511408172
1061700,4,3,10,2,2,5,-0.36668260153673704,1,1,-1.4040217560771744
1061730,2,1,10,2,3,2,-0.36668260153673704,2,1,-0.26467825863627131
1061820,3,3,10,2,4,4,0.20181755588456107,4,2,-0.3523200661317254
1061830,4,3,10,2,3,1,-0.93518275895803515,4,2,-0.70288729611354173
1061940,4,3,10,2,3,1,2.4758181855697536,2,1,0.52409800882281543
1062120,4,3,10,2,4,5,0.77031771330585919,2,1,-1.2287381410862661
1062220,4,3,10,2,2,4,0.20181755588456107,2,1,-1.1410963335908122
1062270,3,3,6,2,3,4,-0.36668260153673704,2,1,-0.1770364511408172
1062310,4,2,10,2,3,1,0.20181755588456107,2,1,-0.61524548861808759
1065040,4,3,10,1,3,5,0.20181755588456107,2,2,-0.1770364511408172
1065080,4,3,10,2,2,5,-0.36668260153673704,2,2,-0.3523200661317254
1065100,3,3,10,2,3,5,-0.36668260153673704,2,2,-1.7528361499090444E-3
1065160,2,1,4,1,3,5,-0.93518275895803515,4,1,0.26117258633645318
1065340,4,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285
1065370,4,1,10,2,2,1,-0.36668260153673704,2,1,-1.1410963335908122
1065450,3,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285
1065510,4,1,4,2,3,5,0.20181755588456107,2,2,-0.43996187362717948
1065600,4,3,10,1,2,4,0.20181755588456107,3,1,-0.61524548861808759
1065650,3,1,10,2,3,5,0.20181755588456107,2,1,-0.1770364511408172
1065660,2,3,10,2,2,7,-0.36668260153673704,3,1,0.17353077884099913
1065710,4,3,10,2,2,4,0.20181755588456107,2,1,-0.61524548861808759
1065780,3,3,10,2,3,4,0.20181755588456107,2,1,-0.43996187362717948
1070040,4,1,4,2,1,3,5.8868191300975417,1,2,-0.1770364511408172
1070070,3,3,10,2,2,5,0.20181755588456107,1,1,8.5888971345545045E-2
1070140,4,3,10,2,4,1,-0.36668260153673704,4,1,-1.0534545260953581
1070270,3,2,10,2,4,4,0.20181755588456107,4,1,-0.1770364511408172
1070300,1,3,10,2,4,4,1.3388178707271572,1,1,1.4881578912728104
1070310,4,3,10,2,4,1,0.77031771330585919,1,1,-0.61524548861808759
1070330,2,3,10,2,4,4,0.77031771330585919,1,1,-0.26467825863627131
1070420,3,3,10,2,4,4,0.20181755588456107,4,2,-8.9394643645363134E-2
1070500,4,3,3,2,4,4,-1.5036829163793333,4,1,0.9623070463000859
1070600,4,3,10,2,4,1,-0.36668260153673704,4,1,-0.52760368112263356
1070660,4,3,17,2,4,3,0.20181755588456107,4,1,-0.61524548861808759
1070670,3,3,10,2,3,5,1.3388178707271572,4,2,-0.87817091110444989
1070790,4,3,17,2,1,7,-1.5036829163793333,4,1,-1.7528361499090444E-3
1070880,2,3,10,2,4,4,0.77031771330585919,1,1,-0.26467825863627131
1070980,3,3,10,2,4,3,-0.36668260153673704,4,2,-0.26467825863627131
1071010,4,3,10,2,4,3,-0.36668260153673704,4,1,8.5888971345545045E-2
1071090,3,3,10,2,4,4,-0.93518275895803515,4,1,-0.1770364511408172
1071120,2,3,6,2,4,4,1.3388178707271572,3,1,-1.7528361499090444E-3
1071340,3,3,10,2,4,5,-0.93518275895803515,4,1,-0.61524548861808759
1071460,1,1,4,2,4,7,0.77031771330585919,4,1,0.6993816238137236
1071500,4,3,10,2,4,4,-0.93518275895803515,4,1,0.34881439383190727
1071560,3,3,10,2,2,5,0.20181755588456107,3,1,0.34881439383190727
1071640,2,3,10,2,4,5,1.3388178707271572,4,1,0.87466523880463176
1071780,3,1,15,2,4,4,0.20181755588456107,1,1,-1.7528361499090444E-3
1071800,2,3,10,2,4,4,-0.36668260153673704,1,1,0.26117258633645318
1071840,1,2,10,2,4,5,2.4758181855697536,2,1,-0.43996187362717948
1071910,2,1,4,2,4,7,1.3388178707271572,2,1,1.5757996987682645
1075060,4,3,10,2,4,4,2.4758181855697536,2,1,-0.70288729611354173
1075130,4,3,10,2,4,4,0.77031771330585919,2,1,-0.26467825863627131
1075200,3,1,4,2,3,5,0.77031771330585919,2,1,0.26117258633645318
1075220,2,1,4,2,3,5,-0.36668260153673704,4,1,0.17353077884099913
1075280,4,3,5,2,3,4,0.20181755588456107,4,1,-0.61524548861808759
1075350,1,1,5,2,4,1,1.3388178707271572,2,1,1.4881578912728104
1075400,4,3,10,2,3,5,-0.366683,4,1,-1.4916635635726285
1075420,3,1,4,2,4,3,-0.93518275895803515,4,1,-0.1770364511408172
1075520,4,3,10,2,3,3,-0.36668260153673704,4,1,-0.43996187362717948
1075610,2,3,14,2,3,5,0.20181755588456107,2,1,1.2252324687864482
1075630,4,3,10,2,4,4,0.20181755588456107,1,1,0.87466523880463176
1075690,4,3,10,2,4,1,-0.36668260153673704,4,1,-0.52760368112263356
1075730,3,3,10,2,3,5,0.20181755588456107,2,1,0.43645620132736135
1077110,2,1,10,1,4,5,-0.93518275895803515,4,2,-8.9394643645363134E-2
1077200,4,3,10,2,4,1,-1.5036829163793333,4,1,-0.87817091110444989
1077300,4,3,10,2,4,2,2.4758181855697536,1,1,-1.0534545260953581
1077390,3,3,10,2,3,4,1.3388178707271572,2,1,-8.9394643645363134E-2
1077480,4,3,10,2,3,5,0.20181755588456107,2,1,8.5888971345545045E-2
1077500,3,3,10,2,3,4,-1.5036829163793333,4,1,-0.3523200661317254
1077570,4,3,10,2,4,4,-0.93518275895803515,4,1,-0.3523200661317254
1080020,2,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285
1080080,4,3,10,2,4,4,0.77031771330585919,2,1,-0.52760368112263356
1080180,2,3,10,1,4,1,0.77031771330585919,1,1,-0.3523200661317254
1080220,1,3,10,2,4,4,0.20181755588456107,4,1,1.0499488537955399
1080230,4,3,10,2,4,3,-0.36668260153673704,4,1,-0.61524548861808759
1080250,3,3,10,2,4,5,-2.0721830738006313,4,1,0.34881439383190727
1080330,4,3,10,2,2,3,0.77031771330585919,1,1,-0.61524548861808759
1080380,3,3,5,1,2,1,-1.5036829163793333,4,1,-0.1770364511408172
1080390,4,3,10,2,4,4,-0.36668260153673704,4,1,-1.7528361499090444E-3
1080470,2,3,10,2,4,5,-0.366683,4,1,-1.4916635635726285
1080570,4,3,17,2,3,2,0.20181755588456107,2,1,-0.43996187362717948
1080590,3,3,10,2,4,5,-0.93518275895803515,4,1,-8.9394643645363134E-2
1080690,4,3,10,2,4,5,0.20181755588456107,2,1,-0.61524548861808759
1080750,3,3,10,2,4,5,0.20181755588456107,2,1,-0.52760368112263356
1080820,4,1,4,2,4,1,1.9073180281484554,2,2,-0.52760368112263356
1080950,3,3,17,2,4,5,1.9073180281484554,2,1,-0.70288729611354173
1081110,2,1,4,2,4,4,0.20181755588456107,4,1,-0.1770364511408172
1081140,3,3,10,2,3,5,-0.93518275895803515,2,1,-0.1770364511408172
1081260,4,2,10,2,4,1,1.3388178707271572,2,1,-0.26467825863627131
1081410,1,1,4,2,4,8,-1.5036829163793333,4,1,1.6634415062637185
1081490,3,1,4,2,4,3,0.77031771330585919,2,2,0.17353077884099913
1081530,2,1,8,2,4,5,0.20181755588456107,1,1,0.43645620132736135
1081640,2,1,4,2,4,5,0.77031771330585919,2,1,1.6634415062637185
1081720,1,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285
1081820,3,2,10,2,4,3,0.20181755588456107,4,1,-0.26467825863627131
1081850,4,1,10,2,4,4,0.20181755588456107,4,2,-0.70288729611354173
1081900,2,2,17,2,4,5,0.20181755588456107,4,1,-0.43996187362717948
1082020,4,3,10,2,2,4,2.4758181855697536,2,1,-0.52760368112263356
1082110,4,3,10,2,3,3,-0.93518275895803515,4,1,-1.1410963335908122
1082190,3,3,10,2,2,5,1.3388178707271572,1,1,-0.52760368112263356
1082210,4,3,10,2,2,1,-0.36668260153673704,4,1,-1.7528361499090444E-3
1082260,4,3,10,2,3,5,-0.366683,4,1,-1.4916635635726285
1085080,4,3,10,2,4,4,0.20181755588456107,4,1,-0.52760368112263356
1085220,4,3,10,2,4,5,-0.366683,4,1,-1.4916635635726285
1085230,2,3,10,2,4,5,0.77031771330585919,4,1,-0.3523200661317254
1085290,3,1,10,2,4,4,-1.5036829163793333,4,1,8.5888971345545045E-2
1085340,4,3,17,2,4,4,-0.36668260153673704,4,1,-0.43996187362717948
1085460,1,1,10,2,4,5,-0.93518275895803515,4,1,-0.1770364511408172
1085480,4,3,10,2,4,2,-0.36668260153673704,4,1,-0.79052910360899575
1085530,3,3,10,2,4,7,-0.93518275895803515,4,1,-0.3523200661317254
1085590,4,3,10,2,4,4,1.9073180281484554,4,1,-0.3523200661317254
1085630,3,3,10,2,4,4,-1.5036829163793333,4,2,-0.52760368112263356
1090040,2,3,10,2,3,6,-1.5036829163793333,4,1,1.4881578912728104
1094030,3,3,10,2,4,4,-1.5036829163793333,4,1,-0.3523200661317254
1094070,1,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285
1095130,2,3,10,2,3,5,-0.93518275895803515,2,1,1.3128742762819021
1095140,1,3,10,2,1,5,-0.366683,4,1,-1.4916635635726285
1095150,4,3,5,2,4,4,-0.36668260153673704,4,1,-0.43996187362717948
1095220,3,3,10,2,2,5,0.20181755588456107,3,1,-0.52760368112263356
1095330,4,1,10,2,2,5,0.20181755588456107,2,1,-8.9394643645363134E-2
1097180,3,3,10,2,3,5,-0.36668260153673704,2,1,0.9623070463000859
1097370,4,3,10,2,2,4,0.20181755588456107,2,1,-0.52760368112263356
1097410,3,3,10,2,2,4,4.1813186578336481,2,1,0.87466523880463176
1097450,4,3,10,2,2,4,-0.36668260153673704,4,1,-0.70288729611354173
1097530,3,2,10,2,4,5,0.20181755588456107,4,1,-0.26467825863627131
1097540,4,3,10,2,2,5,-0.36668260153673704,1,1,-0.3523200661317254
1100100,2,2,10,2,4,4,-1.5036829163793333,4,1,-0.70288729611354173
1100120,3,2,10,2,2,4,0.77031771330585919,2,1,-0.79052910360899575
1100290,3,3,10,2,3,2,-0.93518275895803515,4,1,1.2252324687864482
1100420,4,1,10,2,4,4,0.20181755588456107,4,1,-0.3523200661317254
1100460,3,3,4,2,3,5,0.20181755588456107,4,1,0.17353077884099913
1100470,4,3,10,2,3,4,-0.36668260153673704,4,2,-0.43996187362717948
1100490,2,3,10,2,2,4,0.20181755588456107,2,1,0.9623070463000859
1100510,1,2,10,2,4,7,-0.36668260153673704,4,1,8.5888971345545045E-2
1100620,3,3,10,2,3,4,0.20181755588456107,2,1,-0.26467825863627131
1100790,3,3,10,2,4,4,-0.93518275895803515,4,1,0.9623070463000859
1100860,2,1,5,2,1,7,-1.5036829163793333,4,1,0.17353077884099913
1100910,1,2,10,2,4,7,-0.36668260153673704,4,1,1.0499488537955399
1101030,1,1,13,2,4,7,0.20181755588456107,4,1,0.17353077884099913
1101070,2,1,4,2,3,5,0.20181755588456107,2,1,0.26117258633645318
1101080,3,3,10,2,4,4,-0.36668260153673704,4,1,8.5888971345545045E-2
1104070,2,3,10,2,4,5,0.77031771330585919,3,1,-8.9394643645363134E-2
1104230,4,3,10,2,3,5,1.3388178707271572,2,1,-8.9394643645363134E-2
1104380,3,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285
1104490,2,1,5,2,4,4,5.8868191300975417,2,1,-0.61524548861808759
1104510,4,3,17,1,3,3,0.77031771330585919,2,2,-0.52760368112263356
1104630,4,3,10,2,3,5,-0.36668260153673704,4,1,0.17353077884099913
1104740,3,3,10,2,2,5,0.20181755588456107,2,1,-0.52760368112263356
1105040,2,3,10,2,3,5,0.20181755588456107,2,2,-0.3523200661317254
1105100,4,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285
1105130,1,3,12,2,3,7,0.20181755588456107,2,2,-0.26467825863627131
1105150,3,3,10,2,4,5,-0.36668260153673704,4,1,-1.7528361499090444E-3
1105250,2,3,10,2,2,7,0.20181755588456107,1,1,-0.3523200661317254
1105370,4,3,5,2,3,4,0.77031771330585919,3,1,-8.9394643645363134E-2
1105400,3,3,10,2,2,5,-0.36668260153673704,2,1,1.1375906612909941
1105580,2,1,16,2,2,5,-0.93518275895803515,2,1,0.52409800882281543
1105630,3,1,10,2,3,5,-0.36668260153673704,4,1,-8.9394643645363134E-2
1105830,2,3,10,2,2,5,-0.36668260153673704,2,1,8.5888971345545045E-2
1105890,3,3,10,2,3,1,-0.36668260153673704,4,1,-0.52760368112263356
1105900,4,3,10,2,2,6,-0.36668260153673704,3,1,-0.70288729611354173
1106020,2,3,10,2,4,5,0.20181755588456107,4,1,-0.26467825863627131
1106040,4,1,10,2,2,1,-0.36668260153673704,2,1,-0.79052910360899575
1106090,3,1,10,2,4,4,0.20181755588456107,2,1,-0.26467825863627131
1106180,1,1,16,2,2,7,-0.36668260153673704,3,1,1.8387251212546267
1106290,2,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285
1106360,3,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285
1106440,3,3,10,2,4,4,0.20181755588456107,2,2,-0.26467825863627131
1106550,2,3,10,2,2,7,0.20181755588456107,4,1,-0.1770364511408172
1106570,1,3,10,2,2,7,-0.93518275895803515,1,1,1.1375906612909941
1106630,3,3,10,2,2,5,0.20181755588456107,3,1,-0.1770364511408172
1106730,3,3,10,2,2,5,-0.36668260153673704,3,1,0.26117258633645318
1106800,3,3,10,1,2,5,-0.36668260153673704,1,1,-0.1770364511408172
1106810,2,3,10,2,2,5,0.20181755588456107,3,1,-0.43996187362717948
1110140,3,3,10,2,2,5,-0.93518275895803515,1,1,-0.1770364511408172
1110290,3,3,17,2,3,5,0.20181755588456107,4,1,1.2252324687864482
1110370,2,1,4,2,4,4,0.20181755588456107,4,2,-0.96581271859990392
1110380,3,3,6,2,4,4,0.20181755588456107,4,1,-0.61524548861808759
1110540,1,2,6,2,2,7,-0.36668260153673704,4,1,1.8387251212546267
1110550,2,3,10,2,4,4,-0.36668260153673704,4,1,-0.61524548861808759
1110680,3,3,10,2,4,5,-0.93518275895803515,4,1,-0.52760368112263356
1110890,2,3,10,2,4,4,0.20181755588456107,4,1,-1.7528361499090444E-3
1110970,3,3,10,2,4,4,0.77031771330585919,3,2,-8.9394643645363134E-2
1111010,1,2,4,2,4,5,0.20181755588456107,4,1,1.2252324687864482
1111100,1,2,17,2,4,7,-0.93518275895803515,4,1,-1.4040217560771744
1111180,3,3,17,2,4,5,-0.36668260153673704,4,1,-0.43996187362717948
1111280,1,1,10,2,4,7,-0.36668260153673704,4,2,1.8387251212546267
1111310,2,3,6,2,4,4,-0.93518275895803515,4,1,-8.9394643645363134E-2
1111410,3,3,17,2,4,4,0.77031771330585919,2,2,0.17353077884099913
1111500,1,3,10,2,4,5,-0.36668260153673704,4,1,0.78702343130917773
1111710,2,3,10,2,3,5,-0.366683,4,1,-1.4916635635726285
1111750,3,3,10,2,3,4,-0.93518275895803515,4,1,8.5888971345545045E-2
1115100,3,3,10,2,4,4,0.20181755588456107,4,1,-0.52760368112263356
1115200,2,1,4,2,3,6,0.20181755588456107,2,1,8.5888971345545045E-2
1115320,2,3,17,2,3,5,-0.36668260153673704,4,1,-0.52760368112263356
1115330,3,3,10,2,3,4,0.77031771330585919,4,1,-0.1770364511408172
1115620,3,1,12,2,3,5,0.20181755588456107,2,1,-0.1770364511408172
1115710,2,1,13,2,4,1,0.20181755588456107,4,2,1.2252324687864482
1115800,3,3,10,2,3,5,-0.36668260153673704,2,1,-0.43996187362717948
1115970,1,3,10,2,3,5,-0.366683,4,1,-1.4916635635726285
1116000,2,1,4,2,3,5,-0.36668260153673704,4,1,0.52409800882281543
1116050,3,3,10,2,3,4,0.77031771330585919,3,1,-0.43996187362717948
1116130,2,1,4,2,3,5,0.20181755588456107,2,1,-0.70288729611354173
1116200,2,3,10,2,4,5,-1.5036829163793333,4,1,1.3128742762819021
1116250,3,3,10,2,3,6,0.20181755588456107,4,1,0.9623070463000859
1116380,2,2,4,2,3,4,0.20181755588456107,4,1,0.43645620132736135
1116470,3,3,10,2,3,4,0.77031771330585919,3,2,-0.61524548861808759
1116570,3,3,17,2,4,4,1.3388178707271572,2,1,-0.61524548861808759
1116580,2,3,10,2,3,4,-0.93518275895803515,4,1,8.5888971345545045E-2
1116630,3,3,10,2,3,4,-0.36668260153673704,2,1,-0.3523200661317254
