@relation "All Clustering"

@attribute "Member id" numeric
@attribute SEC {1,2,3,4}
@attribute FEH {1,2,3}
@attribute MT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19}
@attribute SEX {1,2}
@attribute AGE {1,2,3,4}
@attribute EDU {1,2,3,4,5,6,7,8,9}
@attribute HS real
@attribute CHILD {1,2,3,4,5}
@attribute CS {1,2}
@attribute "Affluence Index" real
@attribute "No. of Brands" integer
@attribute "Brand Runs" integer
@attribute "Total Volume" integer
@attribute "No. of  Trans" integer
@attribute "Value" real
@attribute "Trans / Brand Runs" real
@attribute "Vol/Tran" real
@attribute "Avg. Price " real
@attribute "Pur Vol No Promo - %" real
@attribute "Pur Vol Promo 6 %" real
@attribute "Pur Vol Other Promo %" real
@attribute "Br. Cd. 57, 144" real
@attribute "Br. Cd. 55" real
@attribute "Br. Cd. 272" real
@attribute "Br. Cd. 286" real
@attribute "Br. Cd. 24" real
@attribute "Br. Cd. 481" real
@attribute "Br. Cd. 352" real
@attribute "Br. Cd. 5" real
@attribute "Others 999" real
@attribute "Pr Cat 1" real
@attribute "Pr Cat 2" real
@attribute "Pr Cat 3" real
@attribute "Pr Cat 4" real
@attribute "PropCat 5" real
@attribute "PropCat 6" real
@attribute "PropCat 7" real
@attribute "PropCat 8" real
@attribute "PropCat 9" real
@attribute "PropCat 10" real
@attribute "PropCat 11" real
@attribute "PropCat 12" real
@attribute "PropCat 13" real
@attribute "PropCat 14" real
@attribute "PropCat 15" real

@data
1025070,3,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285,-1.0360556238263692,-1.1303504652118748,-1.4464901259425724,-1.5580955191461814,-1.374487826791589,-0.62107534948088228,-0.99010921400931917,1.7264541970283092,0.33333,0.66667,0.00000,0.00000,0.00000,0.00000,0.00000,0.11111,0.00000,0.00000,0.00000,0.88889,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22222,0.00000,0.00000,0.33333,0.00000,0.33333,0.11111,0.00000,0.00000
1025140,4,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285,-1.0360556238263692,-1.1303504652118748,-0.7097174009649948,-1.3285700314251627,-1.0976396271394055,-0.23715483557742992,1.5474634607575579,-1.6256857799775657,0.57812,0.00000,0.42188,0.00000,0.93750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.25E-2,0.00000,0.00000,0.93750,6.25E-2,6.25E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93750,0.00000
1025210,2,3,17,2,2,5,0.20181755588456107,2,1,-1.1410963335908122,-0.40302774776137784,-1.2265368613439305,-0.56171938634067797,-0.29570533668057897,-1.0229075977854418,2.3223152571122516,-0.50114814263382812,-1.6261281336804525,0.96026,0.00000,3.9735099337748346E-2,1.3245033112582781E-2,0.97351,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.3245033112582781E-2,0.00000,1.3245033112582781E-2,0.97351,1.3245033112582781E-2,2.6490066225165563E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97351,0.00000
1027040,4,3,10,2,3,4,1.3388178707271572,4,1,-0.52760368112263356,-0.40302774776137784,-1.1303504652118748,2.5848470984980594,-0.2383239647503243,0.59628637155043651,1.5864676054639686,3.0958759766402437,-1.6056471572367925,0.94609,7.0312500000000002E-3,4.6875E-2,0.00000,0.98438,0.00000,0.00000,0.00000,7.0312500000000002E-3,0.00000,0.00000,8.5937500000000007E-3,8.5937500000000007E-3,7.0312500000000002E-3,0.98438,0.00000,4.6874999999999998E-3,0.00000,0.00000,0.00000,0.00000,3.90625E-3,7.0312500000000002E-3,0.00000,0.00000,0.98438,0.00000
1027160,3,3,10,2,3,5,-0.366683,4,1,-1.4916635635726285,-0.40302774776137784,-1.2265368613439305,-1.3274482446143174,-1.5580955191461814,-1.3886416202298395,-0.49310184484639813,-6.0503382659077051E-2,-1.3084075865819909,1.00000,0.00000,0.00000,0.18750,0.75000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.25E-2,6.25E-2,0.18750,0.75000,0.00000,0.18750,0.00000,0.00000,0.00000,6.25E-2,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000
1027210,4,3,10,2,3,5,-0.366683,4,1,-1.4916635635726285,-0.40302774776137784,-1.0341640690798191,-1.16979818555798,-1.5007141472159267,-1.1746362634434893,-0.62107534948088228,0.60278294025028489,-0.32465307636571755,1.00000,0.00000,0.00000,0.00000,0.53097,0.31858,0.00000,0.00000,0.00000,0.00000,0.00000,0.15044,0.15044,0.31858,0.53097,0.00000,0.00000,0.00000,7.9646017699115043E-2,0.31858,7.0796460176991149E-2,0.00000,0.00000,0.00000,0.00000,0.53097,0.00000
1027390,3,3,10,2,3,5,-0.36668260153673704,3,1,8.5888971345545045E-2,-0.40302774776137784,2.4285461916741871,0.6196908521386516,2.0569309124598618,0.92691898626797253,-0.37761356017625397,-0.66469092419659626,0.28119738543798539,0.97310,0.00000,2.6897788404064555E-2,0.15541,0.00000,0.00000,0.00000,2.6897788404064555E-2,0.00000,0.00000,0.00000,0.81769,0.44411,0.34071,0.00000,0.21518,0.41243,3.7358039450089663E-2,0.10460,0.26898,3.5863717872086073E-2,0.00000,0.00000,3.5863717872086073E-2,2.6897788404064555E-2,0.00000,7.8003586371787212E-2
1027480,4,1,4,2,4,4,1.3388178707271572,4,1,-0.70288729611354173,-1.0360556238263692,-1.2265368613439305,-0.14346412761978242,-0.35308670861083363,-0.22236904091798312,2.1943417524777682,6.8133964814253753E-2,-0.33925567810077251,1.00000,0.00000,0.00000,0.88889,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11111,1.8518518518518517E-2,0.98148,0.00000,0.00000,0.98148,0.00000,0.00000,0.00000,1.8518518518518517E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1027540,3,3,10,2,2,3,-1.5036829163793333,4,1,-0.52760368112263356,-1.0360556238263692,2.3886288372793812E-2,6.5663501740665334E-2,0.45025249841273157,-1.6855960194583179E-2,-6.9189610744669547E-2,-0.38776586521342427,-0.31813540677178648,0.99396,6.0362173038229373E-3,0.00000,0.67606,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32394,0.15493,0.80483,0.00000,4.0241448692152917E-2,0.84507,0.00000,1.2072434607645875E-2,0.00000,0.13682,6.0362173038229373E-3,0.00000,0.00000,0.00000,0.00000,0.00000
1027580,4,3,10,2,2,4,0.77031771330585919,3,1,-0.3523200661317254,-0.40302774776137784,-0.26467290002337335,-0.12737738689974798,-0.2383239647503243,-0.44656512897987399,-0.20762248835408736,-4.1892655304717891E-2,-0.85578080098996667,0.88330,3.4324942791762014E-2,8.2379862700228831E-2,0.11899,0.00000,0.00000,0.00000,0.00000,0.00000,9.1533180778032037E-3,0.00000,0.87185,0.00000,0.34783,0.00000,0.65217,0.91533,0.00000,9.1533180778032037E-3,7.5514874141876437E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1027680,4,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285,-1.0360556238263692,-1.3227232574759862,-0.75476027498109133,-1.3285700314251627,-1.0823535302260947,0.53068619222947466,1.3715920872588636,-1.4771902009894673,1.00000,0.00000,0.00000,0.13223,0.86777,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13223,0.86777,0.00000,0.13223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.86777,0.00000
1027720,4,1,10,2,4,4,-0.36668260153673704,2,2,-1.1410963335908122,-1.0360556238263692,-1.3227232574759862,0.40991975314940243,-0.41046808054108824,-0.53488480003455829,3.6020503034570925,0.86072762138170333,-1.6314363781150945,1.00000,0.00000,0.00000,0.00000,0.95364,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.6357615894039736E-2,0.00000,0.00000,0.95364,4.6357615894039736E-2,4.6357615894039736E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95364,0.00000
1027750,4,3,10,2,2,1,0.20181755588456107,3,1,-0.70288729611354173,-0.40302774776137784,-0.26467290002337335,-0.57137143077269859,-0.92690042791338023,-0.68265040352989537,-0.56201065503419734,0.3347884663475123,-0.53663019623989605,0.92977,0.00000,7.0234113712374577E-2,4.0133779264214048E-2,0.00000,0.00000,0.00000,0.00000,8.0267558528428096E-2,0.00000,0.00000,0.87960,0.27425,0.27090,0.00000,0.45485,0.63880,6.0200668896321072E-2,0.14047,0.00000,1.3377926421404682E-2,6.6889632107023408E-2,8.0267558528428096E-2,0.00000,0.00000,0.00000,0.00000
1027810,4,3,10,2,2,5,-0.366683,4,1,-1.4916635635726285,-1.0360556238263692,-1.3227232574759862,-1.398229903782469,-1.5007141472159267,-1.4305368488070616,-4.519457862570378E-2,-0.82428763328197874,-1.2789857992245068,1.00000,0.00000,0.00000,0.28571,0.71429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28571,0.71429,0.00000,0.28571,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.71429,0.00000
1027840,2,3,5,2,3,1,-0.93518275895803515,4,2,-1.1410963335908122,-1.6690834998913606,-1.4189096536080419,1.3043425371833175,-0.46784945247134291,-9.9514113873967178E-2,7.8251759563950678,2.1854068279826357,-1.6479509163562025,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
1028020,4,3,16,2,2,4,0.20181755588456107,2,1,-1.0534545260953581,-1.0360556238263692,-1.2265368613439305,0.86034849331036689,-0.46784945247134291,-0.32993787104868832,1.9383947432087998,1.5824192617013977,-1.6594425996484019,0.95161,0.00000,4.8387096774193547E-2,0.00000,0.93548,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.4516129032258063E-2,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
1028050,3,3,16,2,2,1,0.20181755588456107,2,1,-0.79052910360899575,-1.0360556238263692,0.7933774574292396,7.2098198028679117E-2,0.50763387034298624,-7.800034784782614E-2,-0.36512834021191398,-0.41475857784930448,-0.44518735679200649,0.84569,0.13026,2.4048096192384769E-2,0.00000,6.0120240480961921E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93988,0.31062,3.6072144288577156E-2,6.0120240480961921E-2,0.59319,0.68136,0.17435,1.2024048096192385E-2,4.4088176352705413E-2,1.2024048096192385E-2,0.00000,0.00000,0.00000,0.00000,6.0120240480961921E-2,1.6032064128256512E-2
1028110,4,3,10,2,2,4,-0.93518275895803515,2,1,-1.3163799485817202,-1.0360556238263692,-0.93797767294776335,-0.91562768218143575,-0.41046808054108824,-1.106131903202356,0.53068619222947466,-0.86448680436739456,-1.1553347739788631,0.95833,4.1666666666666664E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8.3333333333333329E-2,0.00000,0.91667,4.1666666666666664E-2,8.3333333333333329E-2,4.1666666666666664E-2,0.83333,0.83333,0.00000,8.3333333333333329E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.1666666666666664E-2,4.1666666666666664E-2
1028230,4,2,10,2,4,3,-0.36668260153673704,2,1,-0.61524548861808759,-1.0360556238263692,-0.93797767294776335,-0.23998457193998909,-0.41046808054108824,-0.49638648188251638,0.53068619222947466,1.4870063126077721E-2,-0.77196734181759652,1.00000,0.00000,0.00000,0.00000,2.9850746268656716E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97015,0.00000,0.00000,2.9850746268656716E-2,0.97015,0.26866,0.00000,0.00000,0.70149,0.00000,0.00000,0.00000,0.00000,0.00000,2.9850746268656716E-2,0.00000
1030040,4,3,10,2,4,5,0.77031771330585919,4,2,-0.52760368112263356,-1.6690834998913606,-1.4189096536080419,0.39705036057337489,-0.46784945247134291,-0.55186935216045907,7.8251759563950678,0.9532148447122798,-1.6479509163562025,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
1030150,4,3,10,2,4,5,-0.366683,4,1,-1.4916635635726285,-0.40302774776137784,-0.74560488068365194,-1.1054512226778421,-1.3285700314251627,-1.1989807881572805,-0.62107534948088228,2.3078221618852584E-3,-0.92408287348984486,1.00000,0.00000,0.00000,0.33835,0.54135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12030,6.7669172932330823E-2,0.39098,0.54135,0.00000,0.33835,0.12030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54135,0.00000
1030200,3,1,4,2,4,1,-0.36668260153673704,4,2,-0.3523200661317254,-1.0360556238263692,-0.45704569228748476,-0.20459374235591332,-0.69737494019236157,-0.75087168790226377,-0.34186043027837143,0.51603736053965066,-1.4172129412943002,0.97821,2.1791767554479417E-2,0.00000,0.00000,2.9055690072639227E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97094,4.3583535108958835E-2,0.85956,2.9055690072639227E-2,6.7796610169491525E-2,8.9588377723970949E-2,2.1791767554479417E-2,1.9370460048426151E-2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.9055690072639227E-2,0.84019
1030280,4,3,10,2,1,1,0.77031771330585919,1,2,-0.96581271859990392,-0.40302774776137784,-0.55323208841954052,0.4485279308774851,0.39287112648247696,-0.3933468656520514,0.45390208944878413,-3.9345924193068774E-2,-1.4443839551800948,1.00000,0.00000,0.00000,0.00000,0.87662,0.00000,0.00000,1.948051948051948E-2,0.00000,0.00000,0.00000,0.10390,3.4090909090909088E-2,5.844155844155844E-2,0.90260,4.87012987012987E-3,5.844155844155844E-2,0.00000,8.1168831168831161E-3,4.87012987012987E-3,6.4935064935064939E-3,0.00000,0.00000,0.00000,1.948051948051948E-2,0.90260,0.00000
1030300,2,3,16,2,4,1,2.4758181855697536,4,1,-0.26467825863627131,-0.40302774776137784,-0.93797767294776335,1.4909487295357171,-0.18094259282006964,0.28037370200868122,0.78663320149844296,1.7053887757359778,-1.3599253223517096,0.92340,0.00000,7.6595744680851063E-2,0.00000,0.89362,0.00000,0.00000,0.00000,0.00000,0.00000,3.8297872340425532E-2,6.8085106382978725E-2,8.085106382978724E-2,2.553191489361702E-2,0.89362,0.00000,0.00000,6.3829787234042548E-2,1.9148936170212766E-2,0.00000,0.00000,1.9148936170212766E-2,0.00000,4.2553191489361703E-3,0.00000,0.89362,0.00000
