@relation "Demographic Clustering"

@attribute "Member id" numeric
@attribute SEC real
@attribute FEH real
@attribute MT real
@attribute SEX real
@attribute AGE real
@attribute EDU real
@attribute HS real
@attribute CHILD real
@attribute CS real
@attribute "Affluence Index" real

@data
1057150,4,3,10,2,4,1,8,2,2,7
1057280,2,3,10,2,3,5,4,4,1,40
1057410,4,3,10,2,3,3,8,3,1,2
1057500,3,3,4,2,3,4,5,2,1,10
1057510,4,3,10,2,3,4,8,2,1,13
1057550,4,3,17,2,3,3,9,3,1,7
1057580,4,3,10,2,2,3,5,2,2,11
1057800,4,3,8,2,2,4,5,4,1,15
1057930,4,3,5,2,1,5,7,1,1,27
1058000,4,3,15,2,3,4,5,3,1,11
1058010,3,3,15,2,2,5,4,1,1,13
1058190,4,3,10,2,2,5,5,2,1,8
1058350,4,3,10,2,2,1,5,2,1,4
1058370,3,1,10,2,3,4,4,3,1,7
1060050,3,3,10,1,4,3,4,4,1,14
1060130,2,3,5,2,4,2,4,4,1,25
1060150,4,2,10,2,4,1,5,4,1,17
1060230,3,3,10,2,3,5,5,4,1,18
1060260,4,3,10,2,3,4,8,2,1,12
1060330,3,3,10,2,3,4,3,4,2,8
1060370,4,3,10,2,3,4,6,2,1,19
1060420,4,3,10,2,4,4,5,4,1,12
1060590,4,3,10,2,4,3,6,4,1,11
1060640,3,3,10,2,4,4,5,4,1,17
1060650,4,1,10,2,4,3,6,4,1,13
1060720,2,3,9,2,4,5,7,4,1,25
1060760,1,3,10,2,3,7,6,2,1,16
1060810,4,3,10,2,3,4,6,2,1,9
1060920,3,3,17,2,4,5,5,4,1,13
1060980,4,1,4,2,3,4,4,4,1,13
1061080,2,3,10,2,3,5,5,2,1,22
1061130,4,3,16,2,4,2,6,1,1,10
1061180,3,3,10,2,3,5,6,4,1,28
1061310,2,3,10,2,4,5,5,1,1,16
1061380,1,1,4,2,3,6,4,4,1,37
1061400,3,3,10,2,3,5,4,2,1,19
1061500,4,3,10,2,1,5,4,4,1,0
1061580,1,1,4,2,3,8,3,2,1,53
1061660,3,3,10,2,3,5,4,4,1,15
1061700,4,3,10,2,2,5,4,1,1,1
1061730,2,1,10,2,3,2,4,2,1,14
1061820,3,3,10,2,4,4,5,4,2,13
1061830,4,3,10,2,3,1,3,4,2,9
1061940,4,3,10,2,3,1,9,2,1,23
1062120,4,3,10,2,4,5,6,2,1,3
1062220,4,3,10,2,2,4,5,2,1,4
1062270,3,3,6,2,3,4,4,2,1,15
1062310,4,2,10,2,3,1,5,2,1,10
1065040,4,3,10,1,3,5,5,2,2,15
1065080,4,3,10,2,2,5,4,2,2,13
1065100,3,3,10,2,3,5,4,2,2,17
1065160,2,1,4,1,3,5,3,4,1,20
1065340,4,3,10,2,2,5,4,4,1,0
1065370,4,1,10,2,2,1,4,2,1,4
1065450,3,3,10,2,2,5,4,4,1,0
1065510,4,1,4,2,3,5,5,2,2,12
1065600,4,3,10,1,2,4,5,3,1,10
1065650,3,1,10,2,3,5,5,2,1,15
1065660,2,3,10,2,2,7,4,3,1,19
1065710,4,3,10,2,2,4,5,2,1,10
1065780,3,3,10,2,3,4,5,2,1,12
1070040,4,1,4,2,1,3,15,1,2,15
1070070,3,3,10,2,2,5,5,1,1,18
1070140,4,3,10,2,4,1,4,4,1,5
1070270,3,2,10,2,4,4,5,4,1,15
1070300,1,3,10,2,4,4,7,1,1,34
1070310,4,3,10,2,4,1,6,1,1,10
1070330,2,3,10,2,4,4,6,1,1,14
1070420,3,3,10,2,4,4,5,4,2,16
1070500,4,3,3,2,4,4,2,4,1,28
1070600,4,3,10,2,4,1,4,4,1,11
1070660,4,3,17,2,4,3,5,4,1,10
1070670,3,3,10,2,3,5,7,4,2,7
1070790,4,3,17,2,1,7,2,4,1,17
1070880,2,3,10,2,4,4,6,1,1,14
1070980,3,3,10,2,4,3,4,4,2,14
1071010,4,3,10,2,4,3,4,4,1,18
1071090,3,3,10,2,4,4,3,4,1,15
1071120,2,3,6,2,4,4,7,3,1,17
1071340,3,3,10,2,4,5,3,4,1,10
1071460,1,1,4,2,4,7,6,4,1,25
1071500,4,3,10,2,4,4,3,4,1,21
1071560,3,3,10,2,2,5,5,3,1,21
1071640,2,3,10,2,4,5,7,4,1,27
1071780,3,1,15,2,4,4,5,1,1,17
1071800,2,3,10,2,4,4,4,1,1,20
1071840,1,2,10,2,4,5,9,2,1,12
1071910,2,1,4,2,4,7,7,2,1,35
1075060,4,3,10,2,4,4,9,2,1,9
1075130,4,3,10,2,4,4,6,2,1,14
1075200,3,1,4,2,3,5,6,2,1,20
1075220,2,1,4,2,3,5,4,4,1,19
1075280,4,3,5,2,3,4,5,4,1,10
1075350,1,1,5,2,4,1,7,2,1,34
1075400,4,3,10,2,3,5,4,4,1,0
1075420,3,1,4,2,4,3,3,4,1,15
1075520,4,3,10,2,3,3,4,4,1,12
1075610,2,3,14,2,3,5,5,2,1,31
1075630,4,3,10,2,4,4,5,1,1,27
1075690,4,3,10,2,4,1,4,4,1,11
1075730,3,3,10,2,3,5,5,2,1,22
1077110,2,1,10,1,4,5,3,4,2,16
1077200,4,3,10,2,4,1,2,4,1,7
1077300,4,3,10,2,4,2,9,1,1,5
1077390,3,3,10,2,3,4,7,2,1,16
1077480,4,3,10,2,3,5,5,2,1,18
1077500,3,3,10,2,3,4,2,4,1,13
1077570,4,3,10,2,4,4,3,4,1,13
1080020,2,3,10,2,2,5,4,4,1,0
1080080,4,3,10,2,4,4,6,2,1,11
1080180,2,3,10,1,4,1,6,1,1,13
1080220,1,3,10,2,4,4,5,4,1,29
1080230,4,3,10,2,4,3,4,4,1,10
1080250,3,3,10,2,4,5,1,4,1,21
1080330,4,3,10,2,2,3,6,1,1,10
1080380,3,3,5,1,2,1,2,4,1,15
1080390,4,3,10,2,4,4,4,4,1,17
1080470,2,3,10,2,4,5,4,4,1,0
1080570,4,3,17,2,3,2,5,2,1,12
1080590,3,3,10,2,4,5,3,4,1,16
1080690,4,3,10,2,4,5,5,2,1,10
1080750,3,3,10,2,4,5,5,2,1,11
1080820,4,1,4,2,4,1,8,2,2,11
1080950,3,3,17,2,4,5,8,2,1,9
1081110,2,1,4,2,4,4,5,4,1,15
1081140,3,3,10,2,3,5,3,2,1,15
1081260,4,2,10,2,4,1,7,2,1,14
1081410,1,1,4,2,4,8,2,4,1,36
1081490,3,1,4,2,4,3,6,2,2,19
1081530,2,1,8,2,4,5,5,1,1,22
1081640,2,1,4,2,4,5,6,2,1,36
1081720,1,3,10,2,2,5,4,4,1,0
1081820,3,2,10,2,4,3,5,4,1,14
1081850,4,1,10,2,4,4,5,4,2,9
1081900,2,2,17,2,4,5,5,4,1,12
1082020,4,3,10,2,2,4,9,2,1,11
1082110,4,3,10,2,3,3,3,4,1,4
1082190,3,3,10,2,2,5,7,1,1,11
1082210,4,3,10,2,2,1,4,4,1,17
1082260,4,3,10,2,3,5,4,4,1,0
1085080,4,3,10,2,4,4,5,4,1,11
1085220,4,3,10,2,4,5,4,4,1,0
1085230,2,3,10,2,4,5,6,4,1,13
1085290,3,1,10,2,4,4,2,4,1,18
1085340,4,3,17,2,4,4,4,4,1,12
1085460,1,1,10,2,4,5,3,4,1,15
1085480,4,3,10,2,4,2,4,4,1,8
1085530,3,3,10,2,4,7,3,4,1,13
1085590,4,3,10,2,4,4,8,4,1,13
1085630,3,3,10,2,4,4,2,4,2,11
1090040,2,3,10,2,3,6,2,4,1,34
1094030,3,3,10,2,4,4,2,4,1,13
1094070,1,3,10,2,2,5,4,4,1,0
1095130,2,3,10,2,3,5,3,2,1,32
1095140,1,3,10,2,1,5,4,4,1,0
1095150,4,3,5,2,4,4,4,4,1,12
1095220,3,3,10,2,2,5,5,3,1,11
1095330,4,1,10,2,2,5,5,2,1,16
1097180,3,3,10,2,3,5,4,2,1,28
1097370,4,3,10,2,2,4,5,2,1,11
1097410,3,3,10,2,2,4,12,2,1,27
1097450,4,3,10,2,2,4,4,4,1,9
1097530,3,2,10,2,4,5,5,4,1,14
1097540,4,3,10,2,2,5,4,1,1,13
1100100,2,2,10,2,4,4,2,4,1,9
1100120,3,2,10,2,2,4,6,2,1,8
1100290,3,3,10,2,3,2,3,4,1,31
1100420,4,1,10,2,4,4,5,4,1,13
1100460,3,3,4,2,3,5,5,4,1,19
1100470,4,3,10,2,3,4,4,4,2,12
1100490,2,3,10,2,2,4,5,2,1,28
1100510,1,2,10,2,4,7,4,4,1,18
1100620,3,3,10,2,3,4,5,2,1,14
1100790,3,3,10,2,4,4,3,4,1,28
1100860,2,1,5,2,1,7,2,4,1,19
1100910,1,2,10,2,4,7,4,4,1,29
1101030,1,1,13,2,4,7,5,4,1,19
1101070,2,1,4,2,3,5,5,2,1,20
1101080,3,3,10,2,4,4,4,4,1,18
1104070,2,3,10,2,4,5,6,3,1,16
1104230,4,3,10,2,3,5,7,2,1,16
1104380,3,3,10,2,2,5,4,4,1,0
1104490,2,1,5,2,4,4,15,2,1,10
1104510,4,3,17,1,3,3,6,2,2,11
1104630,4,3,10,2,3,5,4,4,1,19
1104740,3,3,10,2,2,5,5,2,1,11
1105040,2,3,10,2,3,5,5,2,2,13
1105100,4,3,10,2,2,5,4,4,1,0
1105130,1,3,12,2,3,7,5,2,2,14
1105150,3,3,10,2,4,5,4,4,1,17
1105250,2,3,10,2,2,7,5,1,1,13
1105370,4,3,5,2,3,4,6,3,1,16
1105400,3,3,10,2,2,5,4,2,1,30
1105580,2,1,16,2,2,5,3,2,1,23
1105630,3,1,10,2,3,5,4,4,1,16
1105830,2,3,10,2,2,5,4,2,1,18
1105890,3,3,10,2,3,1,4,4,1,11
1105900,4,3,10,2,2,6,4,3,1,9
1106020,2,3,10,2,4,5,5,4,1,14
1106040,4,1,10,2,2,1,4,2,1,8
1106090,3,1,10,2,4,4,5,2,1,14
1106180,1,1,16,2,2,7,4,3,1,38
1106290,2,3,10,2,2,5,4,4,1,0
1106360,3,3,10,2,2,5,4,4,1,0
1106440,3,3,10,2,4,4,5,2,2,14
1106550,2,3,10,2,2,7,5,4,1,15
1106570,1,3,10,2,2,7,3,1,1,30
1106630,3,3,10,2,2,5,5,3,1,15
1106730,3,3,10,2,2,5,4,3,1,20
1106800,3,3,10,1,2,5,4,1,1,15
1106810,2,3,10,2,2,5,5,3,1,12
1110140,3,3,10,2,2,5,3,1,1,15
1110290,3,3,17,2,3,5,5,4,1,31
1110370,2,1,4,2,4,4,5,4,2,6
1110380,3,3,6,2,4,4,5,4,1,10
1110540,1,2,6,2,2,7,4,4,1,38
1110550,2,3,10,2,4,4,4,4,1,10
1110680,3,3,10,2,4,5,3,4,1,11
1110890,2,3,10,2,4,4,5,4,1,17
1110970,3,3,10,2,4,4,6,3,2,16
1111010,1,2,4,2,4,5,5,4,1,31
1111100,1,2,17,2,4,7,3,4,1,1
1111180,3,3,17,2,4,5,4,4,1,12
1111280,1,1,10,2,4,7,4,4,2,38
1111310,2,3,6,2,4,4,3,4,1,16
1111410,3,3,17,2,4,4,6,2,2,19
1111500,1,3,10,2,4,5,4,4,1,26
1111710,2,3,10,2,3,5,4,4,1,0
1111750,3,3,10,2,3,4,3,4,1,18
1115100,3,3,10,2,4,4,5,4,1,11
1115200,2,1,4,2,3,6,5,2,1,18
1115320,2,3,17,2,3,5,4,4,1,11
1115330,3,3,10,2,3,4,6,4,1,15
1115620,3,1,12,2,3,5,5,2,1,15
1115710,2,1,13,2,4,1,5,4,2,31
1115800,3,3,10,2,3,5,4,2,1,12
1115970,1,3,10,2,3,5,4,4,1,0
1116000,2,1,4,2,3,5,4,4,1,23
1116050,3,3,10,2,3,4,6,3,1,12
1116130,2,1,4,2,3,5,5,2,1,9
1116200,2,3,10,2,4,5,2,4,1,32
1116250,3,3,10,2,3,6,5,4,1,28
1116380,2,2,4,2,3,4,5,4,1,22
1116470,3,3,10,2,3,4,6,3,2,10
1116570,3,3,17,2,4,4,7,2,1,10
1116580,2,3,10,2,3,4,3,4,1,18
1116630,3,3,10,2,3,4,4,2,1,13
1116730,3,3,10,2,4,3,3,4,1,17
1120150,1,2,10,2,4,5,4,4,1,18
1120250,2,1,5,2,4,5,6,1,1,21
1120440,1,3,4,1,4,5,5,1,1,32
1120450,3,3,10,2,4,4,5,2,1,20
1120550,1,3,3,2,3,7,3,4,1,14
1120560,2,3,3,2,4,6,4,4,1,10
1120690,3,3,10,2,4,4,5,4,1,27
1120850,3,3,10,2,4,5,8,3,2,14
1120870,2,1,4,2,3,4,5,4,1,33
1120960,1,1,4,2,3,6,3,4,1,30
1121050,1,1,4,2,2,6,10,3,1,51
1121170,3,3,9,2,4,4,5,2,1,31
1121270,1,1,15,2,3,7,5,4,1,30
1121350,2,3,12,2,4,5,7,2,1,48
1121440,1,1,4,2,3,7,5,2,1,26
1121450,3,3,10,2,4,5,2,4,1,32
1121570,2,2,8,2,4,3,5,2,1,31
1121660,1,3,9,2,3,7,9,3,1,45
1121760,2,3,14,1,4,5,5,1,1,14
1121780,1,1,4,2,4,4,4,4,1,24
1125100,2,1,10,2,4,5,2,4,1,30
1125140,2,1,16,2,4,5,3,4,1,33
1125190,1,1,10,2,4,5,4,4,1,39
1125280,3,3,10,2,4,5,4,4,1,0
1125470,1,1,10,2,4,4,4,4,2,29
1125480,3,1,4,1,4,5,2,4,1,8
1125510,2,1,19,2,4,1,3,4,1,29
1125790,3,3,6,2,2,6,4,2,1,25
1125840,2,3,10,2,4,4,5,4,2,18
1125910,3,3,10,2,4,4,5,3,1,23
1130020,3,1,4,2,4,4,1,4,1,12
1134090,1,3,5,2,3,4,5,2,1,19
1135050,2,1,13,2,4,6,5,1,1,16
1135150,1,3,10,2,2,5,5,3,1,25
1135240,1,3,10,2,2,5,4,4,1,0
1135320,1,3,10,2,1,5,4,4,1,0
1137070,3,3,10,2,4,5,4,4,1,36
1137150,2,3,10,2,3,5,4,4,1,0
1137510,2,3,10,2,4,5,3,4,1,17
1137580,1,1,9,2,4,7,2,4,1,14
1137610,3,1,10,2,1,4,4,1,1,10
1140060,2,1,4,2,3,5,4,2,1,21
1140070,3,3,10,2,3,5,2,4,1,1
1140180,3,1,4,1,4,7,4,4,1,29
1140360,1,3,10,2,4,5,6,4,1,21
1140480,2,3,10,2,1,7,3,4,1,22
1140500,3,1,4,2,4,5,4,4,1,1
1140570,1,3,10,2,3,5,4,4,1,0
1140670,2,1,4,2,3,5,5,4,1,15
1140890,1,2,10,2,3,7,3,4,1,16
1141020,1,1,6,2,4,7,4,4,1,19
1141110,3,3,10,2,3,5,4,4,1,0
1141130,1,3,10,2,3,5,4,4,1,0
1144060,2,3,10,2,4,5,3,4,1,26
1145010,1,3,10,2,2,5,4,4,1,0
1145120,2,1,10,2,3,5,6,3,1,14
1145270,2,3,10,2,2,5,3,1,1,23
1145330,1,3,10,2,3,7,5,3,1,36
1145380,2,3,10,2,2,5,4,4,1,0
1145390,1,3,10,2,2,5,4,4,1,0
1145440,1,3,10,2,2,5,4,4,1,0
1145470,3,1,14,2,1,4,4,1,1,15
1145620,1,3,16,2,2,6,4,3,1,26
1145690,1,2,10,2,3,6,3,4,1,40
1145750,2,2,5,2,3,5,4,2,1,8
1145780,1,3,10,2,2,5,4,4,1,0
1145960,1,1,5,2,2,7,3,1,1,26
1145980,3,3,9,2,3,5,4,4,1,27
1146030,2,3,5,2,2,8,3,2,1,20
1146060,1,3,10,2,2,7,3,2,1,23
1146140,1,1,4,2,3,7,5,2,1,24
1146240,1,3,10,2,2,5,4,4,1,0
1146340,3,3,10,2,3,7,6,3,1,18
1146370,2,3,3,2,2,7,6,1,1,39
1146450,1,3,8,2,2,5,4,4,1,31
1146510,1,3,10,2,2,5,4,4,1,0
1146620,1,3,10,2,2,5,4,4,1,0
1146670,2,3,10,2,2,7,3,4,1,28
1146710,1,3,9,2,2,8,3,1,1,38
1146760,1,3,10,2,2,5,4,4,1,0
1146840,1,3,10,2,2,5,4,4,1,0
1146930,1,3,10,2,2,5,4,4,1,0
1146970,2,3,10,2,3,5,5,3,1,34
1147250,1,3,12,2,3,5,4,2,1,26
1147390,1,3,17,2,3,9,4,2,1,45
1147430,2,3,10,2,2,5,4,3,1,15
1147500,3,3,10,2,3,6,5,2,1,23
1147580,1,3,10,2,2,5,3,1,1,47
1147590,2,3,10,2,2,5,4,3,1,16
1147670,1,2,10,2,4,5,10,3,1,19
1147700,2,1,4,2,2,5,4,3,1,27
1147740,1,3,5,2,2,7,4,3,1,22
1147820,2,1,4,2,2,7,3,2,1,21
1147850,1,1,4,2,3,6,5,2,1,30
1147910,1,3,10,2,2,5,4,4,1,0
1147940,2,3,10,2,2,5,5,1,1,11
1147960,3,3,10,2,2,4,5,1,1,15
1148010,2,1,13,2,2,4,4,1,1,19
1148070,2,3,10,2,2,4,5,2,1,12
1148140,3,2,10,2,2,6,3,1,1,30
1148150,1,1,4,2,2,7,8,3,1,36
1148180,1,1,8,2,2,5,3,2,1,19
1148250,1,3,5,2,2,5,4,3,1,28
1148280,2,3,10,2,2,5,4,4,1,0
1148330,3,3,10,2,2,7,4,3,1,14
1148380,2,3,10,2,2,9,5,1,1,16
1148460,1,1,4,2,2,7,8,3,1,32
1148480,2,1,10,2,2,5,4,1,1,17
1150090,3,1,10,2,4,5,2,4,1,12
1150100,1,1,4,2,4,5,6,4,1,35
1150350,1,2,6,2,4,5,4,4,1,24
1150380,2,1,10,2,2,7,5,1,1,43
1150400,3,3,10,2,4,4,4,4,2,20
1150490,2,3,10,2,4,5,4,4,1,27
1150620,1,1,10,2,4,5,5,4,1,39
1150720,2,1,15,2,4,5,2,4,1,17
1150750,1,3,10,2,4,5,4,4,1,26
1150910,1,1,4,2,4,5,5,4,1,39
1150950,1,3,10,2,4,5,4,4,1,21
1150970,2,3,10,2,4,5,4,4,1,15
1151040,1,1,13,2,4,5,2,4,1,15
1151170,2,3,10,2,4,5,4,4,1,13
1151190,1,3,10,2,4,5,4,4,1,0
1151290,1,3,10,2,4,7,4,4,2,30
1151420,2,1,4,2,4,7,4,4,1,16
1151460,1,3,10,2,4,5,4,4,1,0
1151510,2,3,9,2,4,8,2,4,1,35
1151600,1,3,8,2,4,7,3,4,1,24
1151760,2,1,4,2,4,5,5,4,1,28
1151830,1,1,10,2,4,7,8,4,1,4
1152040,3,1,4,2,4,5,2,4,1,18
1152050,1,1,4,2,4,5,4,4,1,46
1152170,1,3,10,2,4,7,2,4,1,33
1152230,2,3,9,2,4,6,4,4,1,34
1152360,1,3,10,2,4,5,4,4,1,0
1155080,1,3,10,2,3,7,4,4,2,25
1155110,1,1,10,2,3,7,4,4,1,42
1155150,2,1,4,2,4,5,5,4,1,44
1155250,2,1,10,2,4,5,4,4,1,30
1155270,1,1,5,2,3,5,4,4,1,15
1155360,2,3,10,2,3,5,4,4,1,0
1155380,1,2,4,2,3,7,4,2,1,29
1155460,1,1,13,1,4,5,4,4,1,20
1155550,2,1,10,2,4,8,4,4,1,38
1155580,1,1,10,2,4,5,3,4,1,18
1155680,1,3,10,2,3,5,4,4,1,0
1155700,3,3,10,2,3,5,4,4,1,0
1155740,2,1,4,2,3,7,5,2,1,13
1155820,1,3,10,2,4,5,5,4,1,44
1155870,1,3,4,2,4,8,5,2,1,22
1155960,1,1,10,2,4,7,3,4,1,19
1156020,1,3,10,2,3,7,5,2,1,25
1156100,2,1,10,2,4,6,12,2,1,25
1156150,1,1,4,2,2,7,4,2,1,19
1156220,3,3,10,2,3,5,4,4,1,0
1156240,2,3,10,2,3,5,4,4,1,19
1156290,1,3,10,2,3,7,4,2,1,38
1156520,1,1,5,2,3,8,4,2,1,19
1156690,1,1,15,2,3,8,4,3,1,33
1156770,1,1,8,2,3,5,4,2,1,25
1156780,2,3,10,2,3,5,4,4,1,0
1156840,1,3,10,2,3,5,4,4,1,0
1156880,2,3,10,2,4,5,9,2,1,21
1156970,2,1,10,2,3,6,3,4,2,26
1156990,1,3,10,2,3,5,4,4,1,0
1157070,3,3,16,2,4,2,6,1,1,10
1157120,2,2,10,2,3,4,5,4,1,18
1157180,2,3,12,2,3,7,3,2,1,35
1157190,1,1,5,2,3,7,4,4,1,24
1157250,3,1,10,2,4,5,4,4,1,12
1157310,2,3,10,2,3,6,4,2,1,31
1157320,3,1,10,2,3,5,4,3,1,41
1157360,2,3,10,2,3,5,6,2,1,24
1157420,2,3,10,2,3,5,4,4,1,0
1157460,1,1,4,2,3,5,4,2,1,38
1157490,2,3,10,2,3,5,3,2,1,16
1157500,1,1,4,2,3,7,4,2,2,17
1157580,1,1,4,2,3,7,8,1,1,38
1157610,1,1,4,2,3,7,4,2,1,32
1157640,1,1,4,2,3,7,7,4,1,37
1157670,2,1,4,2,3,5,5,2,1,16
1157700,1,2,4,2,2,6,3,2,2,21
1157730,2,1,4,2,3,7,7,2,1,20
1157780,1,3,10,2,4,8,6,2,1,45
1157830,1,1,13,2,3,7,4,2,1,33
1157860,2,1,5,2,2,3,4,3,1,17
1157870,1,3,5,2,3,4,6,2,1,26
1157910,1,1,5,2,4,7,4,4,1,32
1157950,1,3,10,2,3,8,4,2,2,25
1158030,2,3,10,2,3,5,4,4,1,0
1158080,3,3,10,2,3,5,4,4,1,0
1158120,2,1,4,2,2,8,4,4,1,18
1158130,1,3,12,2,3,5,6,2,1,13
1158220,1,1,10,2,3,7,5,3,1,23
1160050,2,1,10,2,2,7,3,1,1,24
1160140,3,3,10,2,4,5,4,2,2,12
1160280,1,1,4,2,4,5,7,4,1,15
1160330,2,3,10,2,4,5,5,2,1,27
1160540,1,1,10,2,3,7,6,4,1,24
1160600,3,3,10,2,4,4,4,1,1,21
1160660,2,1,10,2,4,5,2,4,2,12
1160890,1,1,4,2,4,5,4,4,1,21
1161010,2,1,4,2,4,7,4,4,1,1
1161130,1,1,10,2,2,7,5,1,1,50
1161270,1,3,10,2,4,5,3,4,1,26
1161340,2,3,10,2,4,5,2,4,1,30
1161390,1,3,10,2,4,5,4,4,1,0
1161500,1,3,10,2,4,5,5,4,1,22
1161750,2,3,10,2,4,5,4,4,1,0
1161780,1,3,10,2,4,5,4,4,1,0
1161880,1,2,10,2,4,4,5,1,1,32
1161920,3,3,10,2,4,5,2,4,1,28
1162150,1,3,10,2,4,5,6,2,2,38
1162260,2,3,3,2,4,5,6,4,1,26
1162360,1,1,10,2,4,5,4,4,1,26
1162440,1,1,10,2,4,5,5,4,1,28
1162580,1,3,10,2,4,5,5,3,1,41
1162600,2,1,12,2,3,7,6,3,2,44
1162660,1,1,10,2,4,5,4,4,1,35
1162680,3,1,6,2,4,5,2,4,1,12
1162890,1,3,10,2,4,7,5,4,1,35
1162960,2,1,4,2,4,5,6,3,1,23
1163000,1,3,6,1,4,5,5,2,1,35
1163230,1,3,10,2,4,7,6,3,1,35
1163300,1,3,10,2,4,5,4,4,1,0
1163410,2,3,10,2,4,5,3,4,1,37
1163560,1,1,4,2,4,5,2,4,1,16
