Member id,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price ,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1017490,4,24,16275,42,1555.50,1.75,387.50,9.56,0.81720,0.17358,0.00922,0.02458,0.00000,0.00000,0.00000,0.00461,0.02765,0.00000,0.00000,0.94316,0.24424,0.15361,0.00000,0.60215,0.78648,0.00000,0.11982,0.00000,0.03687,0.00614,0.02765,0.00000,0.00461,0.00000,0.01843
1020070,4,21,13875,61,1547.75,2.90,227.46,11.15,0.98919,0.01081,0.00000,0.34054,0.07568,0.00000,0.00000,0.00000,0.00000,0.06486,0.00000,0.51892,0.40721,0.51712,0.07568,0.00000,0.44144,0.00000,0.42162,0.00000,0.04324,0.00000,0.00000,0.00000,0.00000,0.07568,0.01802
1020210,3,9,20675,26,1538.00,2.89,795.19,7.44,1.00000,0.00000,0.00000,0.03023,0.00000,0.00000,0.00000,0.00000,0.01451,0.00000,0.00000,0.95526,0.05683,0.03386,0.00000,0.90931,0.97823,0.00726,0.00000,0.00000,0.00000,0.00000,0.01451,0.00000,0.00000,0.00000,0.00000
1024050,4,10,15450,28,1275.50,2.80,551.79,8.26,1.00000,0.00000,0.00000,0.36893,0.32039,0.00000,0.00000,0.00000,0.00000,0.09061,0.00000,0.22006,0.00000,0.49191,0.32039,0.18770,0.58900,0.00000,0.09061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32039,0.00000
1024100,2,8,9150,25,917.00,3.13,366.00,10.02,1.00000,0.00000,0.00000,0.39344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.60656,0.03279,0.68306,0.07650,0.20765,0.63388,0.00000,0.04918,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07650,0.24044
1024120,4,19,16050,50,1518.00,2.63,321.00,9.46,1.00000,0.00000,0.00000,0.18069,0.18692,0.00000,0.00000,0.00000,0.00000,0.27414,0.00000,0.35826,0.08411,0.65421,0.18692,0.07477,0.42368,0.01869,0.28660,0.00000,0.07477,0.00000,0.00000,0.00935,0.00000,0.18692,0.00000
1024220,7,28,19150,38,1914.00,1.36,503.95,9.99,0.88642,0.05091,0.06266,0.08355,0.10966,0.09399,0.09399,0.00000,0.00000,0.03133,0.02350,0.56397,0.09399,0.61619,0.10966,0.18016,0.49086,0.02350,0.07050,0.11749,0.03133,0.00000,0.00000,0.00000,0.00000,0.10966,0.15666
1024400,4,13,14625,31,1395.00,2.38,471.77,9.54,1.00000,0.00000,0.00000,0.60855,0.19487,0.00000,0.00000,0.00000,0.02564,0.00000,0.00000,0.17094,0.03419,0.70256,0.19487,0.06838,0.71111,0.03419,0.00000,0.00000,0.03419,0.00000,0.02564,0.00000,0.00000,0.19487,0.00000
1024630,3,12,14400,21,1308.50,1.75,685.71,9.09,0.91667,0.08333,0.00000,0.35417,0.06250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.58333,0.00000,0.53819,0.06250,0.39931,0.85764,0.02778,0.00000,0.05208,0.00000,0.00000,0.00000,0.00000,0.00000,0.06250,0.00000
1025070,2,4,675,4,123.50,1.00,168.75,18.30,0.33333,0.66667,0.00000,0.00000,0.00000,0.00000,0.00000,0.11111,0.00000,0.00000,0.00000,0.88889,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22222,0.00000,0.00000,0.33333,0.00000,0.33333,0.11111,0.00000,0.00000
1025140,2,4,6400,8,368.00,2.00,800.00,5.75,0.57813,0.00000,0.42188,0.00000,0.93750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06250,0.00000,0.00000,0.93750,0.06250,0.06250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93750,0.00000
1025210,3,3,7550,26,434.00,8.67,290.38,5.75,0.96026,0.00000,0.03974,0.01325,0.97351,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01325,0.00000,0.01325,0.97351,0.01325,0.02649,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97351,0.00000
1027040,3,4,32000,27,1864.00,6.75,1185.19,5.83,0.94609,0.00703,0.04688,0.00000,0.98438,0.00000,0.00000,0.00000,0.00703,0.00000,0.00000,0.00859,0.00859,0.00703,0.98438,0.00000,0.00469,0.00000,0.00000,0.00000,0.00000,0.00391,0.00703,0.00000,0.00000,0.98438,0.00000
1027160,3,3,1600,4,111.00,1.33,400.00,6.94,1.00000,0.00000,0.00000,0.18750,0.75000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06250,0.06250,0.18750,0.75000,0.00000,0.18750,0.00000,0.00000,0.00000,0.06250,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000
1027210,3,5,2825,5,300.00,1.00,565.00,10.62,1.00000,0.00000,0.00000,0.00000,0.53097,0.31858,0.00000,0.00000,0.00000,0.00000,0.00000,0.15044,0.15044,0.31858,0.53097,0.00000,0.00000,0.00000,0.07965,0.31858,0.07080,0.00000,0.00000,0.00000,0.00000,0.53097,0.00000
1027390,3,41,16730,67,2156.00,1.63,249.70,12.89,0.97310,0.00000,0.02690,0.15541,0.00000,0.00000,0.00000,0.02690,0.00000,0.00000,0.00000,0.81769,0.44411,0.34071,0.00000,0.21518,0.41243,0.03736,0.10460,0.26898,0.03586,0.00000,0.00000,0.03586,0.02690,0.00000,0.07800
1027480,2,3,10800,25,1141.00,8.33,432.00,10.56,1.00000,0.00000,0.00000,0.88889,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11111,0.01852,0.98148,0.00000,0.00000,0.98148,0.00000,0.00000,0.00000,0.01852,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1027540,2,16,12425,39,1322.50,2.44,318.59,10.64,0.99396,0.00604,0.00000,0.67606,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32394,0.15493,0.80483,0.00000,0.04024,0.84507,0.00000,0.01207,0.00000,0.13682,0.00604,0.00000,0.00000,0.00000,0.00000,0.00000
1027580,3,13,10925,27,943.00,2.08,404.63,8.63,0.88330,0.03432,0.08238,0.11899,0.00000,0.00000,0.00000,0.00000,0.00000,0.00915,0.00000,0.87185,0.00000,0.34783,0.00000,0.65217,0.91533,0.00000,0.00915,0.07551,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1027680,2,2,6050,8,381.50,4.00,756.25,6.31,1.00000,0.00000,0.00000,0.13223,0.86777,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13223,0.86777,0.00000,0.13223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.86777,0.00000
1027720,2,2,15100,24,865.00,12.00,629.17,5.73,1.00000,0.00000,0.00000,0.00000,0.95364,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04636,0.00000,0.00000,0.95364,0.04636,0.04636,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95364,0.00000
1027750,3,13,7475,15,734.50,1.15,498.33,9.83,0.92977,0.00000,0.07023,0.04013,0.00000,0.00000,0.00000,0.00000,0.08027,0.00000,0.00000,0.87960,0.27425,0.27090,0.00000,0.45485,0.63880,0.06020,0.14047,0.00000,0.01338,0.06689,0.08027,0.00000,0.00000,0.00000,0.00000
1027810,2,2,1050,5,74.00,2.50,210.00,7.05,1.00000,0.00000,0.00000,0.28571,0.71429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28571,0.71429,0.00000,0.28571,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.71429,0.00000
1027840,1,1,22050,23,1249.50,23.00,958.70,5.67,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
1028020,2,3,18600,23,1046.00,7.67,808.70,5.62,0.95161,0.00000,0.04839,0.00000,0.93548,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06452,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
1028050,2,24,12475,40,1268.50,1.67,311.88,10.17,0.84569,0.13026,0.02405,0.00000,0.06012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93988,0.31062,0.03607,0.06012,0.59319,0.68136,0.17435,0.01202,0.04409,0.01202,0.00000,0.00000,0.00000,0.00000,0.06012,0.01603
1028110,2,6,4800,24,360.50,4.00,200.00,7.51,0.95833,0.04167,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08333,0.00000,0.91667,0.04167,0.08333,0.04167,0.83333,0.83333,0.00000,0.08333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04167,0.04167
1028230,2,6,10050,24,899.00,4.00,418.75,8.95,1.00000,0.00000,0.00000,0.00000,0.02985,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97015,0.00000,0.00000,0.02985,0.97015,0.26866,0.00000,0.00000,0.70149,0.00000,0.00000,0.00000,0.00000,0.00000,0.02985,0.00000
1030040,1,1,15000,23,850.00,23.00,652.17,5.67,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
1030150,3,8,3325,8,278.50,1.00,415.63,8.38,1.00000,0.00000,0.00000,0.33835,0.54135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12030,0.06767,0.39098,0.54135,0.00000,0.33835,0.12030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54135,0.00000
1030200,2,11,10325,19,674.25,1.73,543.42,6.53,0.97821,0.02179,0.00000,0.00000,0.02906,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97094,0.04358,0.85956,0.02906,0.06780,0.08959,0.02179,0.01937,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02906,0.84019
1030280,3,10,15400,38,990.00,3.80,405.26,6.43,1.00000,0.00000,0.00000,0.00000,0.87662,0.00000,0.00000,0.01948,0.00000,0.00000,0.00000,0.10390,0.03409,0.05844,0.90260,0.00487,0.05844,0.00000,0.00812,0.00487,0.00649,0.00000,0.00000,0.00000,0.01948,0.90260,0.00000
1030300,3,6,23500,28,1585.00,4.67,839.29,6.74,0.92340,0.00000,0.07660,0.00000,0.89362,0.00000,0.00000,0.00000,0.00000,0.00000,0.03830,0.06809,0.08085,0.02553,0.89362,0.00000,0.00000,0.06383,0.01915,0.00000,0.00000,0.01915,0.00000,0.00426,0.00000,0.89362,0.00000
1034020,1,1,900,5,51.00,5.00,180.00,5.67,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
1034130,2,3,34200,24,2468.00,8.00,1425.00,7.22,1.00000,0.00000,0.00000,0.01754,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98246,0.00000,0.01754,0.00000,0.98246,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1034220,5,7,9400,24,1119.50,3.43,391.67,11.91,0.95213,0.04787,0.00000,0.00000,0.07979,0.04787,0.00000,0.00000,0.67021,0.02128,0.00000,0.18085,0.00000,0.87766,0.12234,0.00000,0.00000,0.10638,0.05319,0.04787,0.00000,0.00000,0.67021,0.00000,0.00000,0.12234,0.00000
1034350,3,7,3925,9,306.00,1.29,436.11,7.80,0.94904,0.05096,0.00000,0.07643,0.11465,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.80892,0.01911,0.07643,0.11465,0.78981,0.86624,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01911,0.00000,0.11465,0.00000
1035020,4,15,9800,23,941.00,1.53,426.09,9.60,1.00000,0.00000,0.00000,0.13776,0.00000,0.02296,0.00000,0.00000,0.00000,0.54082,0.00000,0.29847,0.06122,0.73469,0.02041,0.18367,0.36224,0.00765,0.54082,0.06888,0.00000,0.00000,0.00000,0.00000,0.00000,0.02041,0.00000
1035100,1,1,4950,7,280.50,7.00,707.14,5.67,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
1035150,5,25,19910,43,2865.50,1.72,463.02,14.39,0.96233,0.00753,0.03014,0.12054,0.00000,0.01130,0.00000,0.02260,0.00000,0.00000,0.06781,0.77775,0.62280,0.37720,0.00000,0.00000,0.13486,0.21472,0.19588,0.20718,0.00502,0.02260,0.00000,0.03390,0.02260,0.00000,0.16323
1037050,3,4,21150,20,1326.00,5.00,1057.50,6.27,0.89362,0.00000,0.10638,0.00000,0.93617,0.04255,0.00000,0.00000,0.00000,0.00000,0.00000,0.02128,0.00000,0.04255,0.93617,0.02128,0.02128,0.00000,0.00000,0.04255,0.00000,0.00000,0.00000,0.00000,0.00000,0.93617,0.00000
1037120,3,10,15875,22,1835.00,2.20,721.59,11.56,1.00000,0.00000,0.00000,0.57953,0.00000,0.00000,0.00000,0.00000,0.23150,0.00000,0.00000,0.18898,0.05669,0.94331,0.00000,0.00000,0.76850,0.00000,0.00000,0.00000,0.00000,0.00000,0.23150,0.00000,0.00000,0.00000,0.00000
1037190,3,12,6825,18,468.00,1.50,379.17,6.86,0.98535,0.01465,0.00000,0.05861,0.57143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36996,0.04396,0.20879,0.57143,0.17582,0.23443,0.01099,0.02198,0.02198,0.00000,0.00000,0.00000,0.00000,0.00000,0.57143,0.13919
1037220,5,33,26375,34,2696.00,1.03,775.74,10.22,0.80095,0.19336,0.00569,0.13649,0.02844,0.02559,0.00000,0.00000,0.00000,0.00758,0.00000,0.80190,0.19621,0.71469,0.02844,0.06066,0.74028,0.00000,0.03602,0.11280,0.00000,0.04265,0.00000,0.00569,0.00000,0.02844,0.03412
1037250,2,2,16350,23,949.50,11.50,710.87,5.81,1.00000,0.00000,0.00000,0.00000,0.98165,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01835,0.00000,0.01835,0.98165,0.00000,0.00000,0.01835,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98165,0.00000
1037290,3,12,18275,31,2225.50,2.58,589.52,12.18,0.90150,0.09850,0.00000,0.41040,0.00000,0.00000,0.00000,0.00000,0.33653,0.00000,0.00000,0.25308,0.06293,0.88919,0.00000,0.04788,0.60876,0.00000,0.00000,0.00000,0.00000,0.00000,0.33653,0.05472,0.00000,0.00000,0.00000
1037420,3,18,30350,41,2121.50,2.28,740.24,6.99,0.90198,0.02883,0.06919,0.00000,0.79572,0.00000,0.00000,0.00000,0.00000,0.00000,0.00247,0.20181,0.12191,0.04283,0.79572,0.03954,0.07414,0.03213,0.00000,0.02718,0.04613,0.00659,0.00000,0.00494,0.00000,0.79572,0.01318
1037630,5,24,19000,28,1737.00,1.17,678.57,9.14,1.00000,0.00000,0.00000,0.03684,0.09474,0.07105,0.00000,0.00000,0.00000,0.02105,0.00000,0.77632,0.13289,0.26316,0.16974,0.43421,0.69474,0.00000,0.02105,0.09868,0.00000,0.01579,0.00000,0.00000,0.00000,0.16974,0.00000
1037690,2,3,24950,25,1425.00,8.33,998.00,5.71,1.00000,0.00000,0.00000,0.00000,0.95591,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04409,0.00000,0.00000,0.99198,0.00802,0.00802,0.03607,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95591,0.00000
1037720,4,17,8975,25,867.50,1.47,359.00,9.67,0.94986,0.00000,0.05014,0.27855,0.26741,0.00000,0.00000,0.00000,0.00000,0.00000,0.12535,0.32869,0.12535,0.54039,0.33426,0.00000,0.27855,0.37047,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33426,0.01671
1037850,6,23,20070,63,1830.85,2.74,318.57,9.12,0.94021,0.05979,0.00000,0.00997,0.06726,0.01121,0.07474,0.00000,0.00000,0.19432,0.00000,0.64250,0.18062,0.40832,0.11709,0.29397,0.39860,0.04360,0.37494,0.01121,0.00000,0.00000,0.00000,0.00000,0.00000,0.10713,0.06452
1037890,4,19,19950,48,1526.00,2.53,415.63,7.65,0.97243,0.00000,0.02757,0.05013,0.79699,0.00000,0.00000,0.00000,0.00000,0.00000,0.04511,0.10777,0.09273,0.10526,0.79699,0.00501,0.06892,0.09148,0.00752,0.00627,0.00501,0.00000,0.00000,0.02381,0.00000,0.79699,0.00000
1037940,5,4,20100,29,1210.00,7.25,693.10,6.02,1.00000,0.00000,0.00000,0.00000,0.95522,0.00000,0.00000,0.00000,0.00000,0.00000,0.00746,0.03731,0.00746,0.03731,0.95522,0.00000,0.00000,0.00746,0.03731,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95522,0.00000
1038000,3,6,11800,23,1216.00,3.83,513.04,10.31,1.00000,0.00000,0.00000,0.87288,0.05085,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07627,0.02542,0.92373,0.05085,0.00000,0.92373,0.00000,0.00000,0.00000,0.02542,0.00000,0.00000,0.00000,0.00000,0.05085,0.00000
1038080,6,28,11625,44,1366.75,1.57,264.20,11.76,1.00000,0.00000,0.00000,0.10968,0.07742,0.00000,0.03441,0.00000,0.10323,0.00860,0.00000,0.66667,0.42366,0.48602,0.07742,0.01290,0.38065,0.06237,0.37634,0.00000,0.00000,0.00000,0.10323,0.00000,0.00000,0.07742,0.00000
1038110,3,7,10275,27,741.00,3.86,380.56,7.21,1.00000,0.00000,0.00000,0.00000,0.84672,0.00000,0.00000,0.00000,0.00000,0.00000,0.02190,0.13139,0.07299,0.00000,0.92701,0.00000,0.00000,0.02190,0.00000,0.00000,0.00000,0.00000,0.00000,0.05109,0.00000,0.92701,0.00000
1040080,7,24,23325,50,1876.50,2.08,466.50,8.05,0.89068,0.10932,0.00000,0.15434,0.45659,0.02894,0.03859,0.00000,0.00000,0.05573,0.00643,0.25938,0.03108,0.51233,0.45659,0.00000,0.31190,0.02572,0.05573,0.03859,0.00429,0.00000,0.00000,0.00429,0.00000,0.45659,0.10289
1040150,5,45,24325,73,2896.00,1.62,333.22,11.91,0.97225,0.00925,0.01850,0.04317,0.04933,0.01850,0.00000,0.00000,0.00000,0.02467,0.00000,0.86434,0.40082,0.45940,0.07091,0.06886,0.17883,0.27441,0.17266,0.09353,0.20966,0.00000,0.00000,0.00000,0.00000,0.07091,0.00000
1040190,3,7,10475,27,871.50,3.86,387.96,8.32,1.00000,0.00000,0.00000,0.29594,0.00000,0.00000,0.05728,0.00000,0.00000,0.00000,0.00000,0.64678,0.00716,0.35322,0.00000,0.63962,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1040250,2,3,14550,22,1439.00,7.33,661.36,9.89,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.91409,0.00000,0.08591,0.00000,0.93127,0.06873,0.00000,0.00000,0.00000,0.93127,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06873,0.00000
1040340,4,16,9150,27,949.00,1.69,338.89,10.37,0.97541,0.02459,0.00000,0.55738,0.14754,0.03279,0.00000,0.00000,0.00000,0.00000,0.00000,0.26230,0.11475,0.66667,0.14754,0.07104,0.66940,0.00000,0.00000,0.13934,0.03279,0.00000,0.00000,0.00000,0.00000,0.14754,0.01093
1040370,4,26,12050,39,1030.25,1.50,308.97,8.55,0.86307,0.05602,0.08091,0.00000,0.01245,0.02490,0.00000,0.00000,0.06846,0.00000,0.00000,0.89419,0.04357,0.22199,0.22822,0.50622,0.49378,0.22199,0.03527,0.14315,0.02490,0.00000,0.06846,0.00000,0.00000,0.01245,0.00000
1044010,2,5,12925,25,764.50,5.00,517.00,5.91,0.95358,0.00000,0.04642,0.00000,0.87041,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12959,0.00580,0.03095,0.96325,0.00000,0.03095,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00580,0.00000,0.96325,0.00000
1044140,3,12,5600,17,640.50,1.42,329.41,11.44,0.73214,0.04018,0.22768,0.30357,0.13393,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.56250,0.22768,0.45536,0.13393,0.18304,0.86607,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13393,0.00000
1044370,4,16,14850,32,1146.50,2.00,464.06,7.72,1.00000,0.00000,0.00000,0.04714,0.33333,0.00000,0.15488,0.00000,0.00000,0.00000,0.00000,0.46465,0.02694,0.30303,0.37374,0.29630,0.56566,0.06061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37374,0.00000
1045030,3,19,4650,25,619.00,1.32,186.00,13.31,0.88710,0.09677,0.01613,0.24731,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03226,0.72043,0.46237,0.53763,0.00000,0.00000,0.40323,0.30645,0.19355,0.00000,0.00000,0.09677,0.00000,0.00000,0.00000,0.00000,0.00000
1045060,3,6,2750,9,213.50,1.50,305.56,7.76,1.00000,0.00000,0.00000,0.00000,0.32727,0.02727,0.00000,0.00000,0.00000,0.00000,0.00000,0.64545,0.02727,0.64545,0.32727,0.00000,0.00000,0.02727,0.00000,0.02727,0.00000,0.00000,0.00000,0.00000,0.00000,0.32727,0.61818
1045100,3,5,8250,26,573.50,5.20,317.31,6.95,0.94545,0.00000,0.05455,0.19394,0.74545,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06061,0.01212,0.24242,0.74545,0.00000,0.24242,0.00000,0.00000,0.00000,0.01212,0.00000,0.00000,0.00000,0.00000,0.74545,0.00000
1045120,3,17,21400,32,2648.00,1.88,668.75,12.37,0.97897,0.02103,0.00000,0.00000,0.08411,0.00000,0.01869,0.00000,0.00000,0.00000,0.00000,0.89720,0.06308,0.61215,0.08411,0.24065,0.29206,0.56075,0.01402,0.00000,0.00000,0.00000,0.00000,0.04907,0.00000,0.08411,0.00000
1047210,3,7,6825,25,515.50,3.57,273.00,7.55,1.00000,0.00000,0.00000,0.13187,0.21978,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.64835,0.01099,0.15385,0.21978,0.61538,0.76923,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01099,0.00000,0.21978,0.00000
1047220,3,4,6525,23,799.50,5.75,283.70,12.25,1.00000,0.00000,0.00000,0.00000,0.09195,0.00000,0.00000,0.00000,0.04598,0.00000,0.00000,0.86207,0.00000,0.90805,0.09195,0.00000,0.00000,0.86207,0.00000,0.00000,0.00000,0.00000,0.04598,0.00000,0.00000,0.09195,0.00000
